model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/Wikipedia/v1.0	12.70
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/SETIMES/v1	22.50
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/SETIMES/v2	26.80
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/OpenSubtitles/v1	19.00
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/OpenSubtitles/v2016	23.00
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/OpenSubtitles/v2018	23.10
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/Europarl/v7	40.10
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/KDE4/v2	7.20
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/Tanzil/v1	6.00
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/EMEA/v3	15.50
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/JRC-Acquis/v3.0	29.80
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/EUbookshop/v2	35.10
model_en2bgelno	bg	ce-mean-words	data/raw/test/en2bg/DGT/v4	32.20
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/OpenSubtitles/v2018	13.50
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/OpenSubtitles/v2016	13.80
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/OpenSubtitles/v1	6.50
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/GlobalVoices/v2017q3	20.90
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/GNOME/v1	3.30
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/EMEA/v3	16.20
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/SETIMES/v1	23.80
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/SETIMES/v2	26.60
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/Wikipedia/v1.0	20.70
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/KDE4/v2	9.40
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/ECB/v1	14.30
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/DGT/v4	27.70
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/JRC-Acquis/v3.0	23.00
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/Europarl/v7	32.60
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/Europarl/v3	21.40
model_en2bgelno	el	ce-mean-words	data/raw/test/en2el/EUbookshop/v2	17.20
model_en2bgelno	no	ce-mean-words	data/raw/test/en2no/Tanzil/v1	6.40
model_en2bgelno	no	ce-mean-words	data/raw/test/en2no/OpenSubtitles/v1	22.70
model_en2bgelno	no	ce-mean-words	data/raw/test/en2no/OpenSubtitles/v2016	27.00
model_en2bgelno	no	ce-mean-words	data/raw/test/en2no/OpenSubtitles/v2018	28.90
model_en2bgelno	bg	translation	data/raw/test/en2bg/Wikipedia/v1.0	12.30
model_en2bgelno	bg	translation	data/raw/test/en2bg/SETIMES/v1	22.30
model_en2bgelno	bg	translation	data/raw/test/en2bg/SETIMES/v2	26.40
model_en2bgelno	bg	translation	data/raw/test/en2bg/OpenSubtitles/v1	18.70
model_en2bgelno	bg	translation	data/raw/test/en2bg/OpenSubtitles/v2016	22.40
model_en2bgelno	bg	translation	data/raw/test/en2bg/OpenSubtitles/v2018	22.90
model_en2bgelno	bg	translation	data/raw/test/en2bg/Europarl/v7	39.80
model_en2bgelno	bg	translation	data/raw/test/en2bg/KDE4/v2	7.40
model_en2bgelno	bg	translation	data/raw/test/en2bg/Tanzil/v1	5.90
model_en2bgelno	bg	translation	data/raw/test/en2bg/EMEA/v3	15.40
model_en2bgelno	bg	translation	data/raw/test/en2bg/JRC-Acquis/v3.0	29.50
model_en2bgelno	bg	translation	data/raw/test/en2bg/EUbookshop/v2	34.80
model_en2bgelno	bg	translation	data/raw/test/en2bg/DGT/v4	32.00
model_en2bgelno	el	translation	data/raw/test/en2el/OpenSubtitles/v2018	13.10
model_en2bgelno	el	translation	data/raw/test/en2el/OpenSubtitles/v2016	13.50
model_en2bgelno	el	translation	data/raw/test/en2el/OpenSubtitles/v1	6.50
model_en2bgelno	el	translation	data/raw/test/en2el/GlobalVoices/v2017q3	20.60
model_en2bgelno	el	translation	data/raw/test/en2el/GNOME/v1	3.40
model_en2bgelno	el	translation	data/raw/test/en2el/EMEA/v3	15.60
model_en2bgelno	el	translation	data/raw/test/en2el/SETIMES/v1	23.50
model_en2bgelno	el	translation	data/raw/test/en2el/SETIMES/v2	26.40
model_en2bgelno	el	translation	data/raw/test/en2el/Wikipedia/v1.0	20.40
model_en2bgelno	el	translation	data/raw/test/en2el/KDE4/v2	9.20
model_en2bgelno	el	translation	data/raw/test/en2el/ECB/v1	14.10
model_en2bgelno	el	translation	data/raw/test/en2el/DGT/v4	27.60
model_en2bgelno	el	translation	data/raw/test/en2el/JRC-Acquis/v3.0	22.70
model_en2bgelno	el	translation	data/raw/test/en2el/Europarl/v7	32.30
model_en2bgelno	el	translation	data/raw/test/en2el/Europarl/v3	21.40
model_en2bgelno	el	translation	data/raw/test/en2el/EUbookshop/v2	17.00
model_en2bgelno	no	translation	data/raw/test/en2no/Tanzil/v1	6.30
model_en2bgelno	no	translation	data/raw/test/en2no/OpenSubtitles/v1	22.90
model_en2bgelno	no	translation	data/raw/test/en2no/OpenSubtitles/v2016	26.80
model_en2bgelno	no	translation	data/raw/test/en2no/OpenSubtitles/v2018	29.00
